MSME_ID,avg_consumption_last12,avg_consumption_last3,consumption_drop_pct,turnover,age,employees,loan_default,business_confidence,risk_label
MSME_0237,389.94,533.3,0.3676,314.6,28,3,0,4,0
MSME_0238,1274.58,930.97,-0.2696,2012.93,12,9,0,3,1
MSME_0239,935.29,1146.74,0.2261,659.17,26,8,0,1,0
MSME_0240,1540.97,1427.72,-0.0735,841.24,14,5,0,4,0
MSME_0241,882.99,854.41,-0.0324,782.8,29,9,0,1,0
MSME_0242,1154.11,1325.73,0.1487,1304.37,19,14,0,2,0
MSME_0243,1401.99,980.44,-0.3007,483.49,16,6,0,1,1
MSME_0244,1546.3,1663.21,0.0756,110.3,12,5,0,1,1
MSME_0245,719.88,735.44,0.0216,601.66,15,10,0,4,0
MSME_0246,1066.2,1176.14,0.1031,210.32,21,5,0,5,0
MSME_0247,1010.02,1062.84,0.0523,237.79,3,7,0,5,0
MSME_0248,938.67,1408.0,0.5,725.14,4,9,0,3,0
MSME_0249,1906.18,1564.15,-0.1794,1391.7,4,12,0,3,0
MSME_0250,1361.99,1153.95,-0.1527,412.1,8,9,0,5,0
MSME_0251,695.65,573.36,-0.1758,549.4,16,5,0,2,0
MSME_0252,1567.14,1318.17,-0.1589,2213.24,12,7,0,4,0
MSME_0253,2048.86,1681.41,-0.1793,513.24,1,10,0,4,1
MSME_0254,1612.99,2060.19,0.2773,5440.81,12,10,0,2,0
MSME_0255,592.25,790.73,0.3351,710.17,21,7,0,2,0
MSME_0256,1006.31,842.59,-0.1627,69.35,20,11,0,5,0
MSME_0257,1706.76,1317.47,-0.2281,856.92,26,7,1,3,1
MSME_0258,916.93,1006.66,0.0979,590.61,22,5,0,2,0
MSME_0259,1377.53,1159.8,-0.1581,1465.21,18,5,0,3,0
MSME_0260,1509.85,1718.57,0.1382,790.91,2,9,0,1,0
MSME_0261,829.23,854.71,0.0307,351.27,9,10,0,4,0
MSME_0262,1176.19,706.97,-0.3989,118.59,1,11,0,5,1
MSME_0263,150.0,205.03,0.3669,327.33,12,14,0,4,0
MSME_0264,790.24,1129.24,0.429,172.34,18,12,0,5,0
MSME_0265,1098.97,908.63,-0.1732,225.76,25,9,0,1,1
MSME_0266,700.89,618.94,-0.1169,726.75,16,12,0,4,0
MSME_0267,1852.96,1948.33,0.0515,2142.88,20,2,0,1,0
MSME_0268,627.94,667.89,0.0636,598.65,13,15,0,5,0
MSME_0269,1023.98,1172.09,0.1446,122.01,30,11,0,2,1
MSME_0270,1252.3,1856.59,0.4826,629.3,11,10,0,4,0
MSME_0271,1776.51,1662.39,-0.0642,1334.93,20,11,0,1,0
MSME_0272,625.66,488.28,-0.2196,219.25,11,7,0,4,1
MSME_0273,1665.27,1057.73,-0.3648,352.83,10,13,0,4,0
MSME_0274,1204.09,959.98,-0.2027,409.4,6,7,0,4,0
MSME_0275,807.4,784.56,-0.0283,184.03,3,12,0,3,1
MSME_0276,1384.84,1978.44,0.4286,771.46,18,8,0,1,0
MSME_0277,1279.62,1088.44,-0.1494,357.47,0,8,0,1,1
MSME_0278,959.91,994.42,0.0359,613.72,27,8,0,4,0
MSME_0279,1227.92,1198.32,-0.0241,166.09,30,4,0,2,1
MSME_0280,1045.87,1335.68,0.2771,260.48,23,6,0,4,0
MSME_0281,1245.41,1868.11,0.5,830.79,28,8,0,3,0
MSME_0282,1464.85,1241.14,-0.1527,277.87,2,15,0,5,0
MSME_0283,1834.41,1573.26,-0.1424,2268.7,12,10,0,3,0
MSME_0284,704.87,874.78,0.241,270.52,14,5,0,2,0
MSME_0285,2053.21,2362.17,0.1505,505.06,1,13,0,4,0
MSME_0286,419.16,604.3,0.4417,1025.15,10,10,0,1,0
MSME_0287,1139.29,1282.82,0.126,97.67,3,6,0,4,0
MSME_0288,1435.33,1277.69,-0.1098,69.35,18,6,0,2,1
MSME_0289,1312.4,1479.94,0.1277,87.74,28,8,1,1,1
MSME_0290,950.92,1195.47,0.2572,1425.94,16,14,0,3,0
MSME_0291,1116.75,1323.48,0.1851,232.33,2,11,0,5,0
MSME_0292,1002.8,1109.92,0.1068,5209.29,27,11,0,5,0
MSME_0293,964.25,1202.11,0.2467,229.47,17,6,0,4,1
MSME_0294,1539.84,1959.18,0.2723,485.2,7,8,0,3,0
MSME_0295,1342.81,1779.94,0.3255,1885.8,21,6,0,2,0
MSME_0296,922.84,1054.04,0.1422,2999.18,24,12,0,5,0
MSME_0297,1559.84,1463.47,-0.0618,3170.05,23,8,0,3,0
MSME_0298,1322.92,1344.98,0.0167,1350.68,25,10,0,4,0
MSME_0299,1525.14,1954.67,0.2816,1123.34,18,8,0,1,0
MSME_0300,1451.85,1126.3,-0.2242,729.62,4,9,0,4,0
MSME_0301,868.4,931.07,0.0722,878.63,6,7,0,4,0
MSME_0302,975.93,860.44,-0.1183,232.48,20,3,0,3,0
MSME_0303,1498.92,1479.71,-0.0128,178.0,7,7,0,5,1
MSME_0304,1444.15,1876.83,0.2996,402.07,27,7,0,3,0
MSME_0305,1191.64,1224.74,0.0278,340.3,4,13,0,1,0
MSME_0306,1246.93,1236.47,-0.0084,256.41,16,6,0,3,0
MSME_0307,1711.07,1095.14,-0.36,809.48,4,6,0,2,1
MSME_0308,963.37,1123.83,0.1666,1048.7,3,7,0,4,0
MSME_0309,1418.84,1619.42,0.1414,440.72,21,7,0,5,0
MSME_0310,1119.12,1678.68,0.5,1767.87,18,10,0,1,0
MSME_0311,1112.93,1005.04,-0.0969,128.81,30,13,0,4,0
MSME_0312,1639.51,1696.55,0.0348,332.4,26,11,0,3,0
MSME_0313,1530.17,1594.96,0.0423,196.99,20,6,0,2,1
MSME_0314,1525.4,2096.46,0.3744,62.39,1,11,0,3,0
MSME_0315,1722.19,1646.72,-0.0438,371.41,10,13,0,4,0
MSME_0316,1208.4,1268.53,0.0498,357.18,21,5,0,1,0
MSME_0317,1472.78,1667.15,0.132,1832.52,12,9,0,5,0
MSME_0318,1075.89,1104.57,0.0267,758.1,14,9,0,4,0
MSME_0319,1329.67,1154.67,-0.1316,144.87,11,8,1,1,1
MSME_0320,1147.94,1180.68,0.0285,2576.26,21,7,0,4,0
MSME_0321,1238.8,1546.53,0.2484,1367.9,20,7,0,2,0
MSME_0322,1438.06,1040.25,-0.2766,722.05,21,9,0,3,0
MSME_0323,872.71,884.27,0.0132,321.67,10,10,0,5,0
MSME_0324,2036.95,1639.69,-0.195,154.56,6,12,0,1,1
MSME_0325,797.59,1019.93,0.2788,278.05,27,12,0,5,0
MSME_0326,714.32,428.03,-0.4008,1198.41,4,7,0,5,0
MSME_0327,1663.24,1397.57,-0.1597,2656.03,16,9,0,5,0
MSME_0328,1516.67,1629.36,0.0743,1887.94,23,11,0,1,0
MSME_0329,1449.65,1988.02,0.3714,247.44,19,7,1,1,1
MSME_0330,1451.34,1398.45,-0.0364,131.68,8,8,0,5,0
MSME_0331,1195.1,1005.32,-0.1588,464.47,13,7,0,3,0
MSME_0332,841.1,1219.84,0.4503,68.82,25,9,0,4,0
MSME_0333,1230.32,760.33,-0.382,557.34,11,9,0,5,0
MSME_0334,929.14,399.81,-0.5697,348.07,5,14,0,2,1
MSME_0335,1590.05,1733.16,0.09,253.15,16,6,0,5,1
MSME_0336,1141.18,975.12,-0.1455,81.88,18,10,0,1,1
MSME_0337,869.8,630.34,-0.2753,674.25,18,9,0,4,0
MSME_0338,1071.45,1239.76,0.1571,236.82,25,12,0,2,1
MSME_0339,1365.17,1421.08,0.041,125.22,15,8,0,4,0
MSME_0340,974.51,817.59,-0.161,22.82,11,9,1,4,1
MSME_0341,871.11,574.87,-0.3401,392.48,11,5,0,2,1
MSME_0342,1297.47,1554.52,0.1981,2373.81,19,8,1,5,1
MSME_0343,1297.99,1483.02,0.1426,2124.43,5,9,0,5,0
MSME_0344,997.22,952.55,-0.0448,255.42,30,13,0,5,1
MSME_0345,1011.58,1458.36,0.4417,220.92,22,9,0,3,0
MSME_0346,1292.82,921.11,-0.2875,644.69,25,8,0,5,0
MSME_0347,620.77,371.6,-0.4014,148.65,3,10,0,2,1
MSME_0348,637.01,514.09,-0.193,545.55,5,10,0,3,0
MSME_0349,912.62,883.97,-0.0314,867.9,10,11,0,5,0
MSME_0350,1114.62,1160.14,0.0408,1376.0,0,5,0,3,0
MSME_0351,1324.36,1218.0,-0.0803,364.98,29,6,0,2,0
MSME_0352,1790.14,1911.9,0.068,329.09,23,11,0,5,0
MSME_0353,1543.06,1029.4,-0.3329,167.67,22,14,0,1,1
MSME_0354,1136.02,1523.34,0.3409,176.46,14,14,0,2,0
MSME_0355,1192.39,1144.06,-0.0405,321.67,26,8,0,4,0
MSME_0356,798.99,1006.19,0.2593,582.52,10,9,0,4,0
MSME_0357,1192.59,1270.93,0.0657,1005.85,24,7,0,2,0
MSME_0358,1084.54,1186.69,0.0942,180.7,18,11,0,4,1
MSME_0359,1329.09,1491.82,0.1224,1794.87,17,9,0,2,0
MSME_0360,869.11,949.0,0.0919,307.62,16,6,0,1,0
MSME_0361,1407.74,1605.78,0.1407,394.9,18,11,0,2,0
MSME_0362,1813.1,2379.3,0.3123,191.1,20,14,0,5,0
MSME_0363,1156.5,1190.19,0.0291,35.72,13,4,0,5,0
MSME_0364,1360.68,1574.65,0.1573,976.57,26,11,1,3,0
MSME_0365,1476.06,1413.42,-0.0424,842.9,17,2,0,4,0
MSME_0366,1039.51,1392.98,0.34,304.5,27,6,0,4,0
MSME_0367,1289.64,1045.77,-0.1891,431.38,18,11,0,2,1
MSME_0368,1205.04,1723.49,0.4302,675.83,14,14,0,4,0
MSME_0369,1239.07,1201.85,-0.03,84.56,30,12,1,5,1
MSME_0370,890.8,554.35,-0.3777,237.69,14,7,0,1,1
MSME_0371,1209.8,1224.35,0.012,892.71,3,10,0,2,1
MSME_0372,1399.2,1132.98,-0.1903,115.09,6,12,0,4,1
MSME_0373,1780.46,2119.03,0.1902,541.08,12,9,0,5,0
MSME_0374,1583.71,1293.64,-0.1832,103.9,2,7,0,3,1
MSME_0375,2061.27,1790.12,-0.1315,643.18,15,5,0,4,0
MSME_0376,893.06,453.33,-0.4924,389.3,30,11,0,1,0
MSME_0377,1548.93,1342.8,-0.1331,80.23,8,14,0,1,1
MSME_0378,1273.34,476.27,-0.626,1293.02,7,7,0,4,1
MSME_0379,2075.92,1212.39,-0.416,193.53,19,7,0,4,1
MSME_0380,876.68,1025.81,0.1701,179.42,12,9,0,5,0
MSME_0381,864.11,1016.58,0.1765,493.03,16,9,0,4,0
MSME_0382,960.24,1043.17,0.0864,1272.37,16,11,0,3,0
MSME_0383,350.44,258.72,-0.2617,146.08,16,8,0,5,1
MSME_0384,989.7,958.1,-0.0319,429.1,0,9,0,2,0
MSME_0385,896.35,877.61,-0.0209,619.44,7,9,0,3,0
MSME_0386,1260.16,870.02,-0.3096,806.82,18,14,0,5,0
